Pathway,MM1,MM2,MM3,MM4,MV1,MV2,MV3,UM1,UM2,UM3,UM4,UM5
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5183: superpathway of aerobic toluene degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5198: factor 420 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5209: methyl-coenzyme M oxidation to CO2|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5266: p-cymene degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5273: p-cumate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5283: L-lysine degradation V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-5316: nicotine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5328: superpathway of L-methionine salvage and degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5353: arachidonate biosynthesis I (lower eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5367: petroselinate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5392: reductive TCA cycle II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5405: superpathway of betalain biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5415: catechol degradation I (meta-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5417: catechol degradation III (ortho-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5419: catechol degradation to 2-oxopent-4-enoate II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5420: catechol degradation II (meta-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5427: naphthalene degradation (aerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5430: meta cleavage pathway of aromatic compounds|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5437: L-threonine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5451: acetone degradation I (to methylglyoxal)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle|unclassified",0,0,0,0,0,0,0,0,0,0,0,99
PWY-5484: glycolysis II (from fructose 6-phosphate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
PWY-5488: 4-nitrophenol degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5499: vitamin B6 degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5505: L-glutamate and L-glutamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,16
PWY-5507: adenosylcobalamin biosynthesis I (early cobalt insertion)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5508: adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5509: adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5517: L-arabinose degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5529: superpathway of bacteriochlorophyll a biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5531: chlorophyllide a biosynthesis II (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5532: adenosine nucleotides degradation IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5534: propylene degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5647: 2-nitrobenzoate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5651: L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5655: L-tryptophan degradation IX|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5656: mannosylglycerate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5659: GDP-mannose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,58
PWY-5667: CDP-diacylglycerol biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5672: ginsenosides biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5675: nitrate reduction V (assimilatory)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5676: acetyl-CoA fermentation to butanoate II|unclassified,0,0,0,0,0,0,0,0,0,0,0,98
PWY-5686: UMP biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
PWY-5690: TCA cycle II (plants and fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
PWY-5692: allantoin degradation to glyoxylate II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
PWY-5705: allantoin degradation to glyoxylate III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5710: capsaicin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5717: superpathway of formononetin derivative biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5723: Rubisco shunt|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5724: superpathway of atrazine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5737: (5R)-carbapenem carboxylate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5741: ethylmalonyl-CoA pathway|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5743: 3-hydroxypropanoate cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5744: glyoxylate assimilation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5747: 2-methylcitrate cycle II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5751: phenylethanol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5757: fosfomycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5789: 3-hydroxypropanoate/4-hydroxybutanate cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-5823: superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5826: hypoglycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-5838: superpathway of menaquinol-8 biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5840: superpathway of menaquinol-7 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5845: superpathway of menaquinol-9 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5850: superpathway of menaquinol-6 biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5863: superpathway of phylloquinol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5864: superpathway of plastoquinol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5870: ubiquinol-8 biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5871: ubiquinol-9 biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5872: ubiquinol-10 biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5875: staphyloxanthin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5885: wax esters biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5896: superpathway of menaquinol-10 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5897: superpathway of menaquinol-11 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5898: superpathway of menaquinol-12 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5899: superpathway of menaquinol-13 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified,0,0,0,0,0,0,0,0,0,0,0,16
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5920: superpathway of heme biosynthesis from glycine|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5941: glycogen degradation II (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5958: acridone alkaloid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5971: palmitate biosynthesis II (bacteria and plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5972: stearate biosynthesis I (animals and fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5973: cis-vaccenate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5981: CDP-diacylglycerol biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5987: sorgoleone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5993: superpathway of rifamycin B biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5994: palmitate biosynthesis I (animals and fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-601: glucosinolate biosynthesis from tryptophan|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6030: serotonin and melatonin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6060: malonate degradation II (biotin-dependent)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6071: superpathway of phenylethylamine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6098: diploterol and cycloartenol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6107: chlorosalicylate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6109: mangrove triterpenoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6113: superpathway of mycolate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,7
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6145: superpathway of sialic acids and CMP-sialic acids biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6148: tetrahydromethanopterin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6165: chorismate biosynthesis II (archaea)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6168: flavin biosynthesis III (fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6174: mevalonate pathway II (archaea)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6182: superpathway of salicylate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6190: 2,4-dichlorotoluene degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6200: 2,4,5-trichlorophenoxyacetate degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-621: sucrose degradation III (sucrose invertase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6210: 2-aminophenol degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6215: 4-chlorobenzoate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-622: starch biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6266: superpathway of flavones and derivatives biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6269: adenosylcobalamin salvage from cobinamide II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6270: isoprene biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,3
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6279: myxol-2' fucoside biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6286: spheroidene and spheroidenone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6305: putrescine biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,3
"PWY-6307: L-tryptophan degradation X (mammalian, via tryptamine)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6309: L-tryptophan degradation XI (mammalian, via kynurenine)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6313: serotonin degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6317: galactose degradation I (Leloir pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)|unclassified",0,0,0,0,0,0,0,0,0,0,0,71
PWY-6322: phosphinothricin tripeptide biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6324: rebeccamycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6328: L-lysine degradation X|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6336: protocatechuate degradation III (para-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6338: superpathway of vanillin and vanillate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6339: syringate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6342: noradrenaline and adrenaline degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6351: D-myo-inositol (1,4,5)-trisphosphate biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6352: 3-phosphoinositide biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6353: purine nucleotides degradation II (aerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6365: D-myo-inositol (3,4,5,6)-tetrakisphosphate biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6395: superpathway of seleno-compound metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6396: superpathway of 2,3-butanediol biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6409: pyoverdine I biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6415: L-ascorbate biosynthesis V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6432: curcuminoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6433: hydroxylated fatty acid biosynthesis (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6435: 4-hydroxybenzoate biosynthesis V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6491: D-galacturonate degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6505: L-tryptophan degradation XII (Geobacillus)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6516: superpathway of microbial D-galacturonate and D-glucuronate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6518: glycocholate metabolism (bacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6527: stachyose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6531: mannitol cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6538: caffeine degradation III (bacteria, via demethylation)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6544: superpathway of C28 brassinosteroid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,11
PWY-6549: L-glutamine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,13
PWY-6558: heparan sulfate biosynthesis (late stages)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6559: spermidine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6562: norspermidine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6565: superpathway of polyamine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6572: chondroitin sulfate degradation I (bacterial),0,0,0,0,0,0,0,0,0,0,0,0
PWY-6572: chondroitin sulfate degradation I (bacterial)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6581: spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6583: pyruvate fermentation to butanol I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6588: pyruvate fermentation to acetone|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6594: superpathway of Clostridium acetobutylicum solventogenic fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6596: adenosine nucleotides degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,98
PWY-6598: sciadonate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6604: superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6608: guanosine nucleotides degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6609: adenine and adenosine salvage III|unclassified,0,0,0,0,0,0,0,0,0,0,0,49
PWY-6612: superpathway of tetrahydrofolate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6627: salinosporamide A biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6628: superpathway of L-phenylalanine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,37
PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6630: superpathway of L-tyrosine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6632: caffeine degradation IV (bacteria, via demethylation and oxidation)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
"PWY-6633: caffeine degradation V (bacteria, via trimethylurate)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-6637: sulfolactate degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6641: superpathway of sulfolactate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6644: fluoroacetate and fluorothreonine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6654: phosphopantothenate biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6659: fusicoccin A biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,40
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6672: cis-genanyl-CoA degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6679: jadomycin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6682: dehydrophos biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6689: tRNA splicing|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6700: queuosine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6703: preQ0 biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6713: L-rhamnose degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6722: candicidin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-6724: starch degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6728: methylaspartate cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6731: starch degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6733: sporopollenin precursors biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6737: starch degradation V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6749: CMP-legionaminate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6760: xylose degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6763: salicortin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6769: rhamnogalacturonan type I degradation I (fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6785: hydrogen production VIII|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6803: phosphatidylcholine acyl editing|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-681: dibenzothiophene desulfurization|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6823: molybdenum cofactor biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6834: spermidine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
