"","LevelD","MM1","MM2","MM3","MM4","MV1","MV2","MV3","UM1","UM2","UM3","UM4","UM5","Order","LevelA","LevelB","LevelC_id","LevelC","LevelD_id","EC"
"111","K00033",6841,4721,2266,998,8272,2547,1680,7970,7318,7924,7970,11535,5078,"Metabolism","Metabolism of other amino acids",480,"Glutathione metabolism [PATH:ko00480]","PGD	 gnd	 gntZ; 6-phosphogluconate dehydrogenase ","[EC:1.1.1.44 1.1.1.343]							"
"112","K00034",715,705,118,140,748,156,106,1066,617,462,443,1010,1106,"Metabolism","Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030]","gdh; glucose 1-dehydrogenase ","[EC:1.1.1.47]									"
"113","K00034",715,705,118,140,748,156,106,1066,617,462,443,1010,59,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","gdh; glucose 1-dehydrogenase ","[EC:1.1.1.47]									"
"114","K00035",582,812,58,208,321,141,32,330,192,305,383,545,1348,"Metabolism","Carbohydrate metabolism",52,"Galactose metabolism [PATH:ko00052]","gal; D-galactose 1-dehydrogenase ","[EC:1.1.1.48]									"
"115","K00036",9608,8108,3512,1860,13466,3707,1738,11290,10024,10839,11185,14999,1076,"Metabolism","Carbohydrate metabolism",30,"Pentose phosphate pathway [PATH:ko00030]","G6PD	 zwf; glucose-6-phosphate 1-dehydrogenase ","[EC:1.1.1.49 1.1.1.363]								"
"116","K00036",9608,8108,3512,1860,13466,3707,1738,11290,10024,10839,11185,14999,5079,"Metabolism","Metabolism of other amino acids",480,"Glutathione metabolism [PATH:ko00480]","G6PD	 zwf; glucose-6-phosphate 1-dehydrogenase ","[EC:1.1.1.49 1.1.1.363]								"
"117","K00036",9608,8108,3512,1860,13466,3707,1738,11290,10024,10839,11185,14999,43,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","G6PD	 zwf; glucose-6-phosphate 1-dehydrogenase ","[EC:1.1.1.49 1.1.1.363]								"
"118","K00037",30,23,0,0,52,5,0,19,0,14,16,31,3101,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","E1.1.1.50; 3-alpha-hydroxysteroid dehydrogenase ","[EC:1.1.1.50]									"
"119","K00037",30,23,0,0,52,5,0,19,0,14,16,31,3069,"Metabolism","Lipid metabolism",120,"Primary bile acid biosynthesis [PATH:ko00120]","E1.1.1.50; 3-alpha-hydroxysteroid dehydrogenase ","[EC:1.1.1.50]									"
"120","K00038",1402,782,401,216,1501,404,229,1032,837,977,1130,1445,3104,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase ","[EC:1.1.1.53]									"
"121","K00039",591,157,206,6,526,50,28,572,686,253,224,387,1208,"Metabolism","Carbohydrate metabolism",40,"Pentose and glucuronate interconversions [PATH:ko00040]","rbtD; ribitol 2-dehydrogenase ","[EC:1.1.1.56]									"
"122","K00040",138,82,24,8,127,46,25,122,121,88,107,90,1164,"Metabolism","Carbohydrate metabolism",40,"Pentose and glucuronate interconversions [PATH:ko00040]","uxuB; fructuronate reductase ","[EC:1.1.1.57]									"
"123","K00041",611,659,96,239,522,278,198,542,349,355,460,721,1157,"Metabolism","Carbohydrate metabolism",40,"Pentose and glucuronate interconversions [PATH:ko00040]","uxaB; tagaturonate reductase ","[EC:1.1.1.58]									"
"124","K00042",2921,2051,695,561,3232,700,437,2625,2363,2322,2518,3398,1832,"Metabolism","Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","garR	 glxR; 2-hydroxy-3-oxopropionate reductase ","[EC:1.1.1.60]								"
"125","K00044",76,61,33,27,85,13,5,123,63,29,31,59,3109,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","HSD17B1; 17beta-estradiol 17-dehydrogenase ","[EC:1.1.1.62]									"
"126","K00045",564,537,96,53,433,86,94,419,186,369,196,341,1274,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","E1.1.1.67	 mtlK; mannitol 2-dehydrogenase ","[EC:1.1.1.67]								"
"127","K00046",995,973,256,128,1011,229,174,939,771,815,901,1002,16068,"","",NA,"","gluconate 5-dehydrogenase ",""
"128","K00048",94,55,31,4,198,29,9,152,183,253,59,399,1843,"Metabolism","Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","fucO; lactaldehyde reductase ","[EC:1.1.1.77]									"
"129","K00048",94,55,31,4,198,29,9,152,183,253,59,399,1954,"Metabolism","Carbohydrate metabolism",640,"Propanoate metabolism [PATH:ko00640]","fucO; lactaldehyde reductase ","[EC:1.1.1.77]									"
"130","K00049",108,142,72,23,186,44,71,182,217,159,96,137,4039,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","GRHPR; glyoxylate/hydroxypyruvate reductase ","[EC:1.1.1.79 1.1.1.81]									"
"131","K00049",108,142,72,23,186,44,71,182,217,159,96,137,1813,"Metabolism","Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","GRHPR; glyoxylate/hydroxypyruvate reductase ","[EC:1.1.1.79 1.1.1.81]									"
"132","K00049",108,142,72,23,186,44,71,182,217,159,96,137,1734,"Metabolism","Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620]","GRHPR; glyoxylate/hydroxypyruvate reductase ","[EC:1.1.1.79 1.1.1.81]									"
"133","K00050",2144,1898,465,488,2492,939,476,2666,1760,2593,2383,3721,4037,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","ttuD; hydroxypyruvate reductase ","[EC:1.1.1.81]									"
"134","K00050",2144,1898,465,488,2492,939,476,2666,1760,2593,2383,3721,1840,"Metabolism","Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","ttuD; hydroxypyruvate reductase ","[EC:1.1.1.81]									"
"135","K00051",348,325,111,57,562,105,78,377,391,336,412,497,2483,"Metabolism","Energy metabolism",710,"Carbon fixation in photosynthetic organisms [PATH:ko00710]","E1.1.1.82; malate dehydrogenase (NADP+) ","[EC:1.1.1.82]									"
"136","K00051",348,325,111,57,562,105,78,377,391,336,412,497,1749,"Metabolism","Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620]","E1.1.1.82; malate dehydrogenase (NADP+) ","[EC:1.1.1.82]									"
"137","K00051",348,325,111,57,562,105,78,377,391,336,412,497,160,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","E1.1.1.82; malate dehydrogenase (NADP+) ","[EC:1.1.1.82]									"
"138","K00052",19448,19154,7007,3604,29341,7886,3776,23047,21821,22899,25022,33877,525,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","leuB; 3-isopropylmalate dehydrogenase ","[EC:1.1.1.85]									"
"139","K00052",19448,19154,7007,3604,29341,7886,3776,23047,21821,22899,25022,33877,4269,"Metabolism","Amino acid metabolism",290,"Valine leucine and isoleucine biosynthesis [PATH:ko00290]","leuB; 3-isopropylmalate dehydrogenase ","[EC:1.1.1.85]									"
"140","K00052",19448,19154,7007,3604,29341,7886,3776,23047,21821,22899,25022,33877,395,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","leuB; 3-isopropylmalate dehydrogenase ","[EC:1.1.1.85]									"
"141","K00052",19448,19154,7007,3604,29341,7886,3776,23047,21821,22899,25022,33877,2071,"Metabolism","Carbohydrate metabolism",660,"C5-Branched dibasic acid metabolism [PATH:ko00660]","leuB; 3-isopropylmalate dehydrogenase ","[EC:1.1.1.85]									"
"142","K00053",23056,18703,7120,3784,26042,8178,3531,21063,20021,19186,21920,28178,529,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","ilvC; ketol-acid reductoisomerase ","[EC:1.1.1.86]									"
"143","K00053",23056,18703,7120,3784,26042,8178,3531,21063,20021,19186,21920,28178,4273,"Metabolism","Amino acid metabolism",290,"Valine leucine and isoleucine biosynthesis [PATH:ko00290]","ilvC; ketol-acid reductoisomerase ","[EC:1.1.1.86]									"
"144","K00053",23056,18703,7120,3784,26042,8178,3531,21063,20021,19186,21920,28178,399,"Metabolism","Overview",1210,"2-Oxocarboxylic acid metabolism [PATH:ko01210]","ilvC; ketol-acid reductoisomerase ","[EC:1.1.1.86]									"
"145","K00053",23056,18703,7120,3784,26042,8178,3531,21063,20021,19186,21920,28178,5616,"Metabolism","Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis [PATH:ko00770]","ilvC; ketol-acid reductoisomerase ","[EC:1.1.1.86]									"
"146","K00054",1228,1104,381,137,1687,896,292,1678,885,1370,1783,2066,5979,"Metabolism","Metabolism of terpenoids and polyketides",900,"Terpenoid backbone biosynthesis [PATH:ko00900]","mvaA; hydroxymethylglutaryl-CoA reductase ","[EC:1.1.1.88]									"
"147","K00055",167,156,48,20,242,60,19,179,121,136,156,267,7358,"Metabolism","Xenobiotics biodegradation and metabolism",623,"Toluene degradation [PATH:ko00623]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"148","K00055",167,156,48,20,242,60,19,179,121,136,156,267,4655,"Metabolism","Amino acid metabolism",350,"Tyrosine metabolism [PATH:ko00350]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"149","K00055",167,156,48,20,242,60,19,179,121,136,156,267,727,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"150","K00055",167,156,48,20,242,60,19,179,121,136,156,267,7374,"Metabolism","Xenobiotics biodegradation and metabolism",622,"Xylene degradation [PATH:ko00622]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"151","K00055",167,156,48,20,242,60,19,179,121,136,156,267,7475,"Metabolism","Xenobiotics biodegradation and metabolism",930,"Caprolactam degradation [PATH:ko00930]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"152","K00055",167,156,48,20,242,60,19,179,121,136,156,267,4712,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","E1.1.1.90; aryl-alcohol dehydrogenase ","[EC:1.1.1.90]									"
"153","K00057",14240,12995,4021,2462,20927,6045,3692,15249,13137,16994,18597,20881,3209,"Metabolism","Lipid metabolism",564,"Glycerophospholipid metabolism [PATH:ko00564]","gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) ","[EC:1.1.1.94]									"
"154","K00058",7395,5944,2388,1230,8852,2874,1433,6146,5797,6551,8739,9978,306,"Metabolism","Overview",1200,"Carbon metabolism [PATH:ko01200]","serA	 PHGDH; D-3-phosphoglycerate dehydrogenase ","[EC:1.1.1.95]								"
"155","K00058",7395,5944,2388,1230,8852,2874,1433,6146,5797,6551,8739,9978,539,"Metabolism","Overview",1230,"Biosynthesis of amino acids [PATH:ko01230]","serA	 PHGDH; D-3-phosphoglycerate dehydrogenase ","[EC:1.1.1.95]								"
"156","K00058",7395,5944,2388,1230,8852,2874,1433,6146,5797,6551,8739,9978,2724,"Metabolism","Energy metabolism",680,"Methane metabolism [PATH:ko00680]","serA	 PHGDH; D-3-phosphoglycerate dehydrogenase ","[EC:1.1.1.95]								"
"157","K00058",7395,5944,2388,1230,8852,2874,1433,6146,5797,6551,8739,9978,4024,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","serA	 PHGDH; D-3-phosphoglycerate dehydrogenase ","[EC:1.1.1.95]								"
"158","K00059",37725,31704,10306,6892,46490,12900,7878,36937,31241,33835,38083,49415,3483,"Metabolism","Lipid metabolism",1040,"Biosynthesis of unsaturated fatty acids [PATH:ko01040]","fabG; 3-oxoacyl-[acyl-carrier protein] reductase ","[EC:1.1.1.100]									"
"159","K00059",37725,31704,10306,6892,46490,12900,7878,36937,31241,33835,38083,49415,2918,"Metabolism","Lipid metabolism",61,"Fatty acid biosynthesis [PATH:ko00061]","fabG; 3-oxoacyl-[acyl-carrier protein] reductase ","[EC:1.1.1.100]									"
"160","K00059",37725,31704,10306,6892,46490,12900,7878,36937,31241,33835,38083,49415,5652,"Metabolism","Metabolism of cofactors and vitamins",780,"Biotin metabolism [PATH:ko00780]","fabG; 3-oxoacyl-[acyl-carrier protein] reductase ","[EC:1.1.1.100]									"
"161","K00059",37725,31704,10306,6892,46490,12900,7878,36937,31241,33835,38083,49415,435,"Metabolism","Overview",1212,"Fatty acid metabolism [PATH:ko01212]","fabG; 3-oxoacyl-[acyl-carrier protein] reductase ","[EC:1.1.1.100]									"
"162","K00060",5455,4925,1524,1277,8519,2158,764,7010,6336,6838,6774,9926,4042,"Metabolism","Amino acid metabolism",260,"Glycine serine and threonine metabolism [PATH:ko00260]","tdh; threonine 3-dehydrogenase ","[EC:1.1.1.103]									"
"163","K00061",153,58,11,33,149,48,0,116,107,155,123,129,5779,"Metabolism","Metabolism of cofactors and vitamins",830,"Retinol metabolism [PATH:ko00830]","RDH5; 11-cis-retinol dehydrogenase ","[EC:1.1.1.315]									"
"164","K00062",9,8,0,0,5,4,0,18,19,0,11,7,15744,"","",NA,"","D-arabinose 1-dehydrogenase ",""
"165","K00064",2187,1696,744,216,2259,623,374,1734,1320,1334,1443,2302,1230,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","E1.1.1.122; D-threo-aldose 1-dehydrogenase ","[EC:1.1.1.122]									"
"166","K00064",2187,1696,744,216,2259,623,374,1734,1320,1334,1443,2302,1393,"Metabolism","Carbohydrate metabolism",53,"Ascorbate and aldarate metabolism [PATH:ko00053]","E1.1.1.122; D-threo-aldose 1-dehydrogenase ","[EC:1.1.1.122]									"
"167","K00065",1450,646,266,190,1102,140,168,1112,726,717,843,1014,1153,"Metabolism","Carbohydrate metabolism",40,"Pentose and glucuronate interconversions [PATH:ko00040]","kduD; 2-deoxy-D-gluconate 3-dehydrogenase ","[EC:1.1.1.125]									"
"168","K00066",1454,728,403,156,1817,345,206,1313,1352,1669,1372,2432,1656,"Metabolism","Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","algD; GDP-mannose 6-dehydrogenase ","[EC:1.1.1.132]									"
"169","K00066",1454,728,403,156,1817,345,206,1313,1352,1669,1372,2432,10025,"Environmental Information Processing","Signal transduction",2020,"Two-component system [PATH:ko02020]","algD; GDP-mannose 6-dehydrogenase ","[EC:1.1.1.132]									"
"170","K00066",1454,728,403,156,1817,345,206,1313,1352,1669,1372,2432,1276,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","algD; GDP-mannose 6-dehydrogenase ","[EC:1.1.1.132]									"
"171","K00067",3062,2184,621,406,3471,1400,604,3233,2965,3181,3177,3239,6543,"Metabolism","Metabolism of terpenoids and polyketides",523,"Polyketide sugar unit biosynthesis [PATH:ko00523]","rfbD	 rmlD; dTDP-4-dehydrorhamnose reductase ","[EC:1.1.1.133]								"
"172","K00067",3062,2184,621,406,3471,1400,604,3233,2965,3181,3177,3239,7006,"Metabolism","Biosynthesis of other secondary metabolites",521,"Streptomycin biosynthesis [PATH:ko00521]","rfbD	 rmlD; dTDP-4-dehydrorhamnose reductase ","[EC:1.1.1.133]								"
"173","K00068",60,152,146,35,440,6,22,238,187,559,246,419,1264,"Metabolism","Carbohydrate metabolism",51,"Fructose and mannose metabolism [PATH:ko00051]","srlD; sorbitol-6-phosphate 2-dehydrogenase ","[EC:1.1.1.140]									"
"174","K00069",91,96,11,6,32,18,13,80,32,64,98,63,15279,"","",NA,"","15-hydroxyprostaglandin dehydrogenase (NAD) ",""
"175","K00070",10,43,0,0,34,17,0,36,26,18,31,36,3091,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","HSD3B; 3beta-hydroxy-delta5-steroid dehydrogenase / steroid delta-isomerase ","[EC:1.1.1.145 5.3.3.1]									"
"176","K00071",17,15,0,4,13,0,0,10,14,0,5,4,3103,"Metabolism","Lipid metabolism",140,"Steroid hormone biosynthesis [PATH:ko00140]","HSD11B2; corticosteroid 11-beta-dehydrogenase isozyme 2 ","[EC:1.1.1.-]									"
"177","K00072",14,70,0,0,29,0,0,25,52,0,0,0,5702,"Metabolism","Metabolism of cofactors and vitamins",790,"Folate biosynthesis [PATH:ko00790]","SPR; sepiapterin reductase ","[EC:1.1.1.153]									"
"178","K00073",181,114,58,3,269,41,57,328,127,285,304,306,3774,"Metabolism","Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230]","allD; ureidoglycolate dehydrogenase (NAD+) ","[EC:1.1.1.350]									"
"179","K00074",8415,6754,3091,1469,10844,3222,1716,8351,7847,7875,8667,12497,1962,"Metabolism","Carbohydrate metabolism",650,"Butanoate metabolism [PATH:ko00650]","paaH	 hbd	 fadB	 mmgB; 3-hydroxybutyryl-CoA dehydrogenase ","[EC:1.1.1.157]						"
"180","K00074",8415,6754,3091,1469,10844,3222,1716,8351,7847,7875,8667,12497,7172,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","paaH	 hbd	 fadB	 mmgB; 3-hydroxybutyryl-CoA dehydrogenase ","[EC:1.1.1.157]						"
"181","K00074",8415,6754,3091,1469,10844,3222,1716,8351,7847,7875,8667,12497,4685,"Metabolism","Amino acid metabolism",360,"Phenylalanine metabolism [PATH:ko00360]","paaH	 hbd	 fadB	 mmgB; 3-hydroxybutyryl-CoA dehydrogenase ","[EC:1.1.1.157]						"
"182","K00075",14941,13237,3981,3050,21234,5783,2993,14637,12365,14961,16286,18822,5422,"Metabolism","Glycan biosynthesis and metabolism",550,"Peptidoglycan biosynthesis [PATH:ko00550]","murB; UDP-N-acetylmuramate dehydrogenase ","[EC:1.3.1.98]									"
"183","K00075",14941,13237,3981,3050,21234,5783,2993,14637,12365,14961,16286,18822,1575,"Metabolism","Carbohydrate metabolism",520,"Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","murB; UDP-N-acetylmuramate dehydrogenase ","[EC:1.3.1.98]									"
"184","K00076",24,22,0,6,54,11,5,197,40,34,52,47,15305,"","",NA,"","7-alpha-hydroxysteroid dehydrogenase ",""
"185","K00077",2593,1998,656,607,3704,894,546,2700,2749,2366,3077,3855,5619,"Metabolism","Metabolism of cofactors and vitamins",770,"Pantothenate and CoA biosynthesis [PATH:ko00770]","panE	 apbA; 2-dehydropantoate 2-reductase ","[EC:1.1.1.169]								"
"186","K00078",78,57,13,6,72,16,12,81,51,55,24,127,7627,"Metabolism","Xenobiotics biodegradation and metabolism",980,"Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]","DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ","[EC:1.3.1.20 1.1.1.179]									"
"187","K00078",78,57,13,6,72,16,12,81,51,55,24,127,1201,"Metabolism","Carbohydrate metabolism",40,"Pentose and glucuronate interconversions [PATH:ko00040]","DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) ","[EC:1.3.1.20 1.1.1.179]									"
"188","K00079",132,81,0,13,150,13,21,157,29,80,47,77,3399,"Metabolism","Lipid metabolism",590,"Arachidonic acid metabolism [PATH:ko00590]","CBR1; carbonyl reductase 1 ","[EC:1.1.1.184 1.1.1.189 1.1.1.197]									"
"189","K00079",132,81,0,13,150,13,21,157,29,80,47,77,7632,"Metabolism","Xenobiotics biodegradation and metabolism",980,"Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]","CBR1; carbonyl reductase 1 ","[EC:1.1.1.184 1.1.1.189 1.1.1.197]									"
"190","K00081",141,35,9,47,140,43,14,90,68,126,220,159,7633,"Metabolism","Xenobiotics biodegradation and metabolism",980,"Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]","CBR2; carbonyl reductase 2 ","[EC:1.1.1.184]									"
"191","K00081",141,35,9,47,140,43,14,90,68,126,220,159,3400,"Metabolism","Lipid metabolism",590,"Arachidonic acid metabolism [PATH:ko00590]","CBR2; carbonyl reductase 2 ","[EC:1.1.1.184]									"
"192","K00082",53,95,5,7,44,73,23,116,88,39,45,421,5508,"Metabolism","Metabolism of cofactors and vitamins",740,"Riboflavin metabolism [PATH:ko00740]","ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase ","[EC:1.1.1.193]									"
"193","K00083",2287,1765,858,439,2625,700,389,2344,2906,2807,2205,3474,6699,"Metabolism","Biosynthesis of other secondary metabolites",940,"Phenylpropanoid biosynthesis [PATH:ko00940]","E1.1.1.195; cinnamyl-alcohol dehydrogenase ","[EC:1.1.1.195]									"
"194","K00084",69,82,0,6,107,11,13,123,8,64,41,118,7634,"Metabolism","Xenobiotics biodegradation and metabolism",980,"Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]","CBR3; carbonyl reductase 3 ","[EC:1.1.1.184]									"
"195","K00084",69,82,0,6,107,11,13,123,8,64,41,118,3401,"Metabolism","Lipid metabolism",590,"Arachidonic acid metabolism [PATH:ko00590]","CBR3; carbonyl reductase 3 ","[EC:1.1.1.184]									"
"196","K00085",18,11,10,0,48,5,4,28,6,39,50,69,15357,"","",NA,"","aldose-6-phosphate reductase (NADPH2) ",""
"197","K00086",203,211,91,60,448,72,49,312,253,391,319,544,3207,"Metabolism","Lipid metabolism",561,"Glycerolipid metabolism [PATH:ko00561]","dhaT; 1	3-propanediol dehydrogenase ","[EC:1.1.1.202]								"
"198","K00086",203,211,91,60,448,72,49,312,253,391,319,544,1958,"Metabolism","Carbohydrate metabolism",640,"Propanoate metabolism [PATH:ko00640]","dhaT; 1	3-propanediol dehydrogenase ","[EC:1.1.1.202]								"
